Event	ID	Name			Wwise Object Path	Notes
	259899085	impact_crossbowtower			\Default Work Unit\Towers\impact_crossbowtower	
	354991228	attack_archertower			\Default Work Unit\Towers\attack_archertower	
	610582865	ui_button_hover			\Default Work Unit\UI\ui_button_hover	
	781691411	attack_crossbowtower			\Default Work Unit\Towers\attack_crossbowtower	
	1497459184	play_gamestart			\Default Work Unit\Global_Game_Events\play_gamestart	
	1664509575	ui_button_click			\Default Work Unit\UI\ui_button_click	
	1699343283	play_music_menu			\Default Work Unit\Global_Game_Events\play_music_menu	
	1825859782	attack_cannontower			\Default Work Unit\Towers\attack_cannontower	
	3210611180	impact_cannontower			\Default Work Unit\Towers\impact_cannontower	
	3525318799	level_towerbuilding			\Default Work Unit\Level\level_towerbuilding	
	3676066613	level_warhorn			\Default Work Unit\Level\level_warhorn	
	3851137378	impact_archertower			\Default Work Unit\Towers\impact_archertower	
	3915957147	ui_button_buttonupgrade			\Default Work Unit\UI\ui_button_buttonupgrade	

State Group	ID	Name			Wwise Object Path	Notes
	4206605382	daytime			\Default Work Unit\daytime	

State	ID	Name	State Group			Notes
	311764537	day	daytime			
	748895195	None	daytime			
	1011622525	night	daytime			
	2947967655	notime	daytime			

Custom State	ID	Name	State Group	Owner		Notes
	312329494	night	daytime	\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Day		
	348316076	notime	daytime	\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Day		
	374886173	day	daytime	\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Night		
	677295526	notime	daytime	\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Night		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2334132	sx_day_amb_Wind	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_day_amb_Wind_F0D204D0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Day\sx_day_amb_Wind		756620
	4429609	sx_int_impact_arrow_Layer1_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_impact_arrow_Layer1_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Archers\Impact_Archer\Layer 1\sx_int_impact_arrow_Layer1_1		11200
	23313080	sx_level_tower_building_Layer4_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_level_tower_building_Layer4_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level\Tower_Building\Layer 4\sx_level_tower_building_Layer4_1		39990
	26805638	sx_int_tower_crossbowAttack_Layer4_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_crossbowAttack_Layer4_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Crossbow\Attack_Crossbow\Layer 4\sx_int_tower_crossbowAttack_Layer4_1		8710
	31583875	sx_int_tower_crossbowAttack_Layer4_3	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_crossbowAttack_Layer4_3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Crossbow\Attack_Crossbow\Layer 4\sx_int_tower_crossbowAttack_Layer4_3		8736
	34910135	sx_ui_click_upgradebutton_Layer2_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_ui_click_upgradebutton_Layer2_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Button_UpgradeClick\Layer 2\sx_ui_click_upgradebutton_Layer2_2		19682
	43339676	sx_ui_hover_button_Layer2_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_ui_hover_button_Layer2_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Button_Hover\Layer 2\sx_ui_hover_button_Layer2_1		3365
	46446198	sx_int_impact_cannon_Layer2_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_impact_cannon_Layer2_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Cannon\Impact_Cannon\Layer 2\sx_int_impact_cannon_Layer2_1		37712
	71418589	sx_int_tower_crossbowAttack_Layer1_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_crossbowAttack_Layer1_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Crossbow\Attack_Crossbow\Layer 1\sx_int_tower_crossbowAttack_Layer1_2		3858
	72281730	sx_level_tower_building_Layer1_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_level_tower_building_Layer1_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level\Tower_Building\Layer 1\sx_level_tower_building_Layer1_2		7547
	74264752	sx_int_tower_crossbowAttack_Layer2_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_crossbowAttack_Layer2_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Crossbow\Attack_Crossbow\Layer 2\sx_int_tower_crossbowAttack_Layer2_2		7727
	78603502	sx_level_tower_building_Layer2_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_level_tower_building_Layer2_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level\Tower_Building\Layer 2\sx_level_tower_building_Layer2_2		45357
	86581746	sx_int_tower_arrowAttack_Layer1_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_arrowAttack_Layer1_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Archers\Attack_Archer\Layer 1\sx_int_tower_arrowAttack_Layer1_2		4230
	99678118	sx_day_amb_Seals_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_day_amb_Seals_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\DayTIme\Day\Seals\sx_day_amb_Seals_2		5820
	100408995	Tower Defence - Track 6 - Black Knight	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\Tower Defence - Track 6 - Black Knight_9EDFC787.wem		\Interactive Music Hierarchy\Default Work Unit\Music_ThemeMenu\Black_Night_120bpm\Tower Defence - Track 6 - Black Knight		1497187
	118339375	sx_int_fire_cannon_Layer2_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_fire_cannon_Layer2_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Cannon\Attack_Cannon\Layer 2\sx_int_fire_cannon_Layer2_1		14443
	161270030	sx_int_tower_arrowAttack_Layer3_2	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_arrowAttack_Layer3_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Archers\Attack_Archer\Layer 3\sx_int_tower_arrowAttack_Layer3_2		8174
	174120956	sx_night_play_WarHorn	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_night_play_WarHorn_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level\sx_night_play_WarHorn		69333
	175793701	sx_int_tower_arrowAttack_Layer2_1	Z:\Volumes\Projects\6. REPOSITORIES\Wwise_Lighthouse_of_Alexandria\Wwise_TowerDefenseGame_2021\.cache\Mac\SFX\sx_int_tower_arrowAttack_Layer2_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Towers\Archers\Attack_Archer\Layer 2\sx_int_tower_arrowAttack_Layer2_1		7499
